name,accession_id,collection_date,location,Lineage,Institute
hCoV-19/Wales/PHWC-PKFGXQ/2022,EPI_ISL_15432447,29/09/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKFKJS/2022,EPI_ISL_15432489,02/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKFKZ3/2022,EPI_ISL_15432501,29/09/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Ireland/D-BH-050481221/2022,EPI_ISL_15432535,13/10/2022,Europe / Ireland / Dublin,BQ.1,
hCoV-19/Luxembourg/LNS6606968/2022,EPI_ISL_15432552,03/10/2022,Europe / Luxembourg,BQ.1,
hCoV-19/Luxembourg/LNS2929138/2022,EPI_ISL_15432554,04/10/2022,Europe / Luxembourg,BQ.1,
hCoV-19/Luxembourg/LNS0111851/2022,EPI_ISL_15432565,06/10/2022,Europe / Luxembourg,BQ.1,
hCoV-19/Luxembourg/LNS1943067/2022,EPI_ISL_15432578,08/10/2022,Europe / Luxembourg,BQ.1,
hCoV-19/Luxembourg/LNS3368590/2022,EPI_ISL_15432594,04/10/2022,Europe / Luxembourg,BQ.1,
hCoV-19/Luxembourg/LNS7472444/2022,EPI_ISL_15432600,03/10/2022,Europe / Luxembourg,BQ.1,
hCoV-19/Czech Republic/NRL_s6093/2022,EPI_ISL_15432775,04/10/2022,Europe / Czech Republic / Prague / Praha,BQ.1,
hCoV-19/Czech Republic/NRL_s6092/2022,EPI_ISL_15432810,03/10/2022,Europe / Czech Republic / Central Bohemian Region / Melnik,BQ.1,
hCoV-19/Czech Republic/NRL_s6041/2022,EPI_ISL_15432827,03/10/2022,Europe / Czech Republic / South Bohemian Region / Cesky Krumlov,BQ.1,
hCoV-19/Spain/PV-HUD-78342231/2022,EPI_ISL_15433275,29/09/2022,Europe / Spain / Basque Country / Donostia-San Sebastian,BQ.1,
hCoV-19/Poland/WSSEGDA-2365/2022,EPI_ISL_15433603,17/10/2022,Europe / Poland / Pomorze,BQ.1,
hCoV-19/Belgium/Jessa_11-2242-001168ZOL/2022,EPI_ISL_15433762,17/10/2022,Europe / Belgium / Limburg,BQ.1,
hCoV-19/Canada/ON-PHL-22-44250/2022,EPI_ISL_15433854,06/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44258/2022,EPI_ISL_15433892,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44203/2022,EPI_ISL_15433905,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44142/2022,EPI_ISL_15433923,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44141/2022,EPI_ISL_15433924,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44274/2022,EPI_ISL_15433984,08/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44269/2022,EPI_ISL_15433987,09/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44268/2022,EPI_ISL_15433988,09/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44266/2022,EPI_ISL_15433990,08/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44261/2022,EPI_ISL_15433993,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44260/2022,EPI_ISL_15433994,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44259/2022,EPI_ISL_15433995,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44233/2022,EPI_ISL_15434008,06/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44222/2022,EPI_ISL_15434013,06/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44214/2022,EPI_ISL_15434015,06/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44202/2022,EPI_ISL_15434019,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44172/2022,EPI_ISL_15434031,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44159/2022,EPI_ISL_15434036,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44143/2022,EPI_ISL_15434043,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44069/2022,EPI_ISL_15434083,05/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44045/2022,EPI_ISL_15434099,10/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44552/2022,EPI_ISL_15434143,10/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44625/2022,EPI_ISL_15434196,10/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44621/2022,EPI_ISL_15434217,10/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44620/2022,EPI_ISL_15434218,10/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44610/2022,EPI_ISL_15434222,11/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44526/2022,EPI_ISL_15434240,11/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44471/2022,EPI_ISL_15434259,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44221-v2/2022,EPI_ISL_15434286,06/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44213-v2/2022,EPI_ISL_15434289,06/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44212-v2/2022,EPI_ISL_15434290,06/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44779/2022,EPI_ISL_15434294,11/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44772/2022,EPI_ISL_15434300,12/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44719/2022,EPI_ISL_15434333,10/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44716/2022,EPI_ISL_15434336,10/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44627/2022,EPI_ISL_15434341,10/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44626/2022,EPI_ISL_15434342,10/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44470/2022,EPI_ISL_15434401,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44409/2022,EPI_ISL_15434431,07/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44408/2022,EPI_ISL_15434432,08/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/Canada/ON-PHL-22-44218-v2/2022,EPI_ISL_15434498,06/10/2022,North America / Canada / Ontario,BQ.1,
hCoV-19/South Africa/SU-NHLS_6022/2022,EPI_ISL_15434519,04/10/2022,Africa / South Africa / Western Cape / Cape Town Metro,BQ.1,
hCoV-19/South Africa/SU-NHLS_6070/2022,EPI_ISL_15434550,30/09/2022,Africa / South Africa / Western Cape / Cape Town Metro,BQ.1,
hCoV-19/Canada/SK-RRPL-527519/2022,EPI_ISL_15434628,27/09/2022,North America / Canada / Saskatchewan,BQ.1,
hCoV-19/Canada/SK-RRPL-527521/2022,EPI_ISL_15434629,30/09/2022,North America / Canada / Saskatchewan,BQ.1,
hCoV-19/Canada/SK-RRPL-530404/2022,EPI_ISL_15434712,02/10/2022,North America / Canada / Saskatchewan,BQ.1,
hCoV-19/France/NAQ-HCL022164320501/2022,EPI_ISL_15434838,29/09/2022,Europe / France / Nouvelle-Aquitaine / Gironde,BQ.1,
hCoV-19/France/ARA-HCL022164968601/2022,EPI_ISL_15434867,30/09/2022,Europe / France / Auvergne-Rhone-Alpes,BQ.1,
hCoV-19/France/BRE-CHUP-8606505011/2022,EPI_ISL_15435523,10/10/2022,Europe / France / Bretagne / Rennes,BQ.1,
hCoV-19/USA/NE-NM_L358145601/2022,EPI_ISL_15435566,16/10/2022,North America / USA / Nebraska,BQ.1,
hCoV-19/Canada/NB-CHUDGLD-141022-MM00180R/2022,EPI_ISL_15435846,14/10/2022,North America / Canada / New Brunswick,BQ.1,
hCoV-19/Canada/NB-CHUDGLD-111022-MM00310R/2022,EPI_ISL_15435929,11/10/2022,North America / Canada / New Brunswick,BQ.1,
hCoV-19/USA/DC-DFS-PHL-08293/2022,EPI_ISL_15436502,26/09/2022,North America / USA / District of Columbia,BQ.1,
hCoV-19/USA/DC-DFS-PHL-08311/2022,EPI_ISL_15436520,03/10/2022,North America / USA / District of Columbia,BQ.1,
hCoV-19/USA/DC-DFS-PHL-08316/2022,EPI_ISL_15436525,03/10/2022,North America / USA / District of Columbia,BQ.1,
hCoV-19/USA/HI-H2216790/2022,EPI_ISL_15436687,23/09/2022,North America / USA / Hawaii / Honolulu County,BQ.1,
hCoV-19/USA/HI-H2216800/2022,EPI_ISL_15436697,03/10/2022,North America / USA / Hawaii / Honolulu County,BQ.1,
hCoV-19/Belgium/AZDelta-2241-01451/2022,EPI_ISL_15436760,15/10/2022,Europe / Belgium / Menen,BQ.1,
hCoV-19/Belgium/AZDelta-2241-01484/2022,EPI_ISL_15436761,15/10/2022,Europe / Belgium / Wervik,BQ.1,
hCoV-19/Belgium/AZDelta-2241-08186/2022,EPI_ISL_15436796,15/10/2022,Europe / Belgium / Roeselare,BQ.1,
hCoV-19/Belgium/AZDelta-2241-09092/2022,EPI_ISL_15436808,15/10/2022,Europe / Belgium / Koekelare,BQ.1,
hCoV-19/Belgium/AZDelta-2241-11073/2022,EPI_ISL_15436812,15/10/2022,Europe / Belgium / Menen,BQ.1,
hCoV-19/Belgium/AZDelta-2241-11598/2022,EPI_ISL_15436821,15/10/2022,Europe / Belgium / Torhout,BQ.1,
hCoV-19/Belgium/AZDelta-2241-12570/2022,EPI_ISL_15436825,15/10/2022,Europe / Belgium / Ardooie,BQ.1,
hCoV-19/Belgium/AZDelta-2241-12997/2022,EPI_ISL_15436834,15/10/2022,Europe / Belgium / Ledeberg,BQ.1,
hCoV-19/Ireland/D-NVRL-S22IRL00444714/2022,EPI_ISL_15437026,17/09/2022,Europe / Ireland / Dublin,BQ.1,
hCoV-19/Ireland/CO-CUH-S22C0069/2022,EPI_ISL_15437231,16/10/2022,Europe / Ireland / Cork,BQ.1,
hCoV-19/Ireland/CO-CUH-S22C0077/2022,EPI_ISL_15437237,16/10/2022,Europe / Ireland / Cork,BQ.1,
hCoV-19/Australia/NSW-SAVID-14238/2022,EPI_ISL_15437328,05/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-SAVID-14246/2022,EPI_ISL_15437336,04/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/South Korea/KDCA137353/2022,EPI_ISL_15437755,04/10/2022,Asia / South Korea,BQ.1,
hCoV-19/USA/NC-CORVASEQ-1086-4277/2022,EPI_ISL_15437938,21/09/2022,North America / USA / North Carolina,BQ.1,
hCoV-19/USA/NC-CORVASEQ-1086-4266/2022,EPI_ISL_15437939,21/09/2022,North America / USA / North Carolina,BQ.1,
hCoV-19/Germany/NW-RKI-I-991877/2022,EPI_ISL_15439092,25/09/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/NW-RKI-I-991938/2022,EPI_ISL_15439151,24/09/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/BB-RKI-I-991957/2022,EPI_ISL_15439170,26/09/2022,Europe / Germany / Brandenburg,BQ.1,
hCoV-19/Germany/BW-RKI-I-992034/2022,EPI_ISL_15439243,26/09/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Belgium/ZNA_25730890/2022,EPI_ISL_15439838,06/10/2022,Europe / Belgium / Anwerpen,BQ.1,
hCoV-19/Australia/NSW-ICPMR-34716/2022,EPI_ISL_15440009,09/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-34717/2022,EPI_ISL_15440010,09/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-34723/2022,EPI_ISL_15440016,08/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-34745/2022,EPI_ISL_15440038,08/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-34773/2022,EPI_ISL_15440066,10/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-34775/2022,EPI_ISL_15440068,10/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-34776/2022,EPI_ISL_15440069,10/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-34815/2022,EPI_ISL_15440108,11/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-34872/2022,EPI_ISL_15440165,10/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35002/2022,EPI_ISL_15440295,11/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35015/2022,EPI_ISL_15440308,12/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Belgium/ULG-28870/2022,EPI_ISL_15440720,11/10/2022,Europe / Belgium / Liege,BQ.1,
hCoV-19/Belgium/ULG-28899/2022,EPI_ISL_15440749,11/10/2022,Europe / Belgium / Brussels-Capital Region,BQ.1,
hCoV-19/Belgium/ULG-28906/2022,EPI_ISL_15440757,10/10/2022,Europe / Belgium / Brussels-Capital Region,BQ.1,
hCoV-19/Germany/NI-RKI-I-993765/2022,EPI_ISL_15442057,26/09/2022,Europe / Germany / Lower Saxony,BQ.1,
hCoV-19/Germany/BW-RKI-I-994161/2022,EPI_ISL_15442411,24/09/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-994185/2022,EPI_ISL_15442749,27/09/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-994374/2022,EPI_ISL_15442923,27/09/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-994400/2022,EPI_ISL_15442946,27/09/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/HH-RKI-I-994601/2022,EPI_ISL_15443104,23/09/2022,Europe / Germany / Hamburg,BQ.1,
hCoV-19/Germany/BY-RKI-I-995599/2022,EPI_ISL_15443265,28/09/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/NW-RKI-I-995684/2022,EPI_ISL_15443327,28/09/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/BY-RKI-I-995856/2022,EPI_ISL_15443363,03/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BY-RKI-I-995952/2022,EPI_ISL_15443403,02/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BY-RKI-I-995960/2022,EPI_ISL_15443410,29/09/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BY-RKI-I-996123/2022,EPI_ISL_15443545,29/09/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BY-RKI-I-996133/2022,EPI_ISL_15443553,02/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BY-RKI-I-996264/2022,EPI_ISL_15443662,02/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BW-RKI-I-996532/2022,EPI_ISL_15443938,19/09/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/NW-RKI-I-996675/2022,EPI_ISL_15444069,28/09/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/BW-RKI-I-996809/2022,EPI_ISL_15444192,01/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/SN-RKI-I-996819/2022,EPI_ISL_15444202,28/09/2022,Europe / Germany / Saxony,BQ.1,
hCoV-19/Germany/BW-RKI-I-996981/2022,EPI_ISL_15444340,02/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BB-RKI-I-997397/2022,EPI_ISL_15444735,29/09/2022,Europe / Germany / Brandenburg,BQ.1,
hCoV-19/Germany/BW-RKI-I-997493/2022,EPI_ISL_15444868,03/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-997512/2022,EPI_ISL_15444886,03/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-997521/2022,EPI_ISL_15444895,28/09/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-997538/2022,EPI_ISL_15444912,28/09/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-997591/2022,EPI_ISL_15444960,28/09/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-997690/2022,EPI_ISL_15445055,29/09/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-997940/2022,EPI_ISL_15445287,05/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-998049/2022,EPI_ISL_15445385,05/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-998061/2022,EPI_ISL_15445396,05/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-998080/2022,EPI_ISL_15445412,05/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-998450/2022,EPI_ISL_15445743,03/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-998454/2022,EPI_ISL_15445747,03/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-998472/2022,EPI_ISL_15445765,03/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BB-RKI-I-998611/2022,EPI_ISL_15445883,04/10/2022,Europe / Germany / Brandenburg,BQ.1,
hCoV-19/Germany/BB-RKI-I-998648/2022,EPI_ISL_15445914,03/10/2022,Europe / Germany / Brandenburg,BQ.1,
hCoV-19/Germany/NW-RKI-I-999101/2022,EPI_ISL_15446200,05/10/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/NW-RKI-I-999139/2022,EPI_ISL_15446238,25/09/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/BB-RKI-I-1000092/2022,EPI_ISL_15447269,04/10/2022,Europe / Germany / Brandenburg,BQ.1,
hCoV-19/Germany/NW-RKI-I-1000207/2022,EPI_ISL_15447380,29/09/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/NW-RKI-I-1000220/2022,EPI_ISL_15447393,30/09/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/BW-RKI-I-1000433/2022,EPI_ISL_15447585,02/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1000530/2022,EPI_ISL_15447675,03/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1000611/2022,EPI_ISL_15447749,04/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/NI-RKI-I-1000690/2022,EPI_ISL_15447824,29/09/2022,Europe / Germany / Lower Saxony,BQ.1,
hCoV-19/Germany/BB-RKI-I-1000875/2022,EPI_ISL_15448003,06/10/2022,Europe / Germany / Brandenburg,BQ.1,
hCoV-19/Germany/BB-RKI-I-1000885/2022,EPI_ISL_15448013,06/10/2022,Europe / Germany / Brandenburg,BQ.1,
hCoV-19/Germany/BB-RKI-I-1000920/2022,EPI_ISL_15448042,07/10/2022,Europe / Germany / Brandenburg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1000974/2022,EPI_ISL_15448095,06/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1001018/2022,EPI_ISL_15448136,06/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1001197/2022,EPI_ISL_15448312,04/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BY-RKI-I-1001259/2022,EPI_ISL_15448369,01/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BY-RKI-I-1001309/2022,EPI_ISL_15448416,05/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/TH-RKI-I-1001757/2022,EPI_ISL_15448837,30/09/2022,Europe / Germany / Thuringia,BQ.1,
hCoV-19/Germany/BY-RKI-I-1001802/2022,EPI_ISL_15448875,07/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BW-RKI-I-1002257/2022,EPI_ISL_15449288,26/09/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BB-RKI-I-1002322/2022,EPI_ISL_15449350,10/10/2022,Europe / Germany / Brandenburg,BQ.1,
hCoV-19/Germany/BB-RKI-I-1002379/2022,EPI_ISL_15449404,08/10/2022,Europe / Germany / Brandenburg,BQ.1,
hCoV-19/Germany/BY-RKI-I-1002692/2022,EPI_ISL_15449679,07/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BY-RKI-I-1002742/2022,EPI_ISL_15449718,07/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BW-RKI-I-1002806/2022,EPI_ISL_15449770,06/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/NW-RKI-I-1002840/2022,EPI_ISL_15449796,11/10/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/BY-RKI-I-1002864/2022,EPI_ISL_15449813,10/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BY-RKI-I-1002893/2022,EPI_ISL_15449839,07/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BY-RKI-I-1002895/2022,EPI_ISL_15449841,07/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/MV-RKI-I-1002954/2022,EPI_ISL_15449892,06/10/2022,Europe / Germany / Mecklenburg-Western Pomerania,BQ.1,
hCoV-19/Germany/BY-RKI-I-1003063/2022,EPI_ISL_15449968,07/10/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BW-RKI-I-1003104/2022,EPI_ISL_15450007,06/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1003199/2022,EPI_ISL_15450098,08/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1003221/2022,EPI_ISL_15450118,08/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1003223/2022,EPI_ISL_15450120,08/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1003234/2022,EPI_ISL_15450130,07/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1003367/2022,EPI_ISL_15450257,11/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/MV-RKI-I-1003437/2022,EPI_ISL_15450325,10/10/2022,Europe / Germany / Mecklenburg-Western Pomerania,BQ.1,
hCoV-19/Germany/BW-RKI-I-1003452/2022,EPI_ISL_15450339,08/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1003491/2022,EPI_ISL_15450376,10/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1003496/2022,EPI_ISL_15450381,10/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BW-RKI-I-1003511/2022,EPI_ISL_15450395,10/10/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BY-RKI-I-1003774/2022,EPI_ISL_15450635,29/09/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BW-RKI-I-1003856/2022,EPI_ISL_15450709,26/09/2022,Europe / Germany / Baden-Wurttemberg,BQ.1,
hCoV-19/Germany/BY-RKI-I-1003932/2022,EPI_ISL_15450780,27/09/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/BE-RKI-I-1004018/2022,EPI_ISL_15450865,19/09/2022,Europe / Germany / Berlin,BQ.1,
hCoV-19/Germany/BY-RKI-I-1004125/2022,EPI_ISL_15450965,29/09/2022,Europe / Germany / Bavaria,BQ.1,
hCoV-19/Germany/NW-RKI-I-1004400/2022,EPI_ISL_15451222,07/10/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/HE-RKI-I-1004413/2022,EPI_ISL_15451233,01/10/2022,Europe / Germany / Hesse,BQ.1,
hCoV-19/Germany/TH-RKI-I-1004501/2022,EPI_ISL_15451318,10/10/2022,Europe / Germany / Thuringia,BQ.1,
hCoV-19/Germany/TH-RKI-I-1004556/2022,EPI_ISL_15451373,04/10/2022,Europe / Germany / Thuringia,BQ.1,
hCoV-19/Germany/BE-RKI-I-1004581/2022,EPI_ISL_15451397,05/10/2022,Europe / Germany / Berlin,BQ.1,
hCoV-19/Germany/NW-RKI-I-1004621/2022,EPI_ISL_15451436,09/10/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/NW-RKI-I-1004654/2022,EPI_ISL_15451469,11/10/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/NW-RKI-I-1004657/2022,EPI_ISL_15451473,11/10/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/NW-RKI-I-1004665/2022,EPI_ISL_15451482,10/10/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Germany/NI-RKI-I-1004719/2022,EPI_ISL_15451560,10/10/2022,Europe / Germany / Lower Saxony,BQ.1,
hCoV-19/Switzerland/VS-ICH-2221000676/2022,EPI_ISL_15451595,01/10/2022,Europe / Switzerland / Wallis,BQ.1,
hCoV-19/Germany/SH-RKI-I-1004753/2022,EPI_ISL_15451600,03/10/2022,Europe / Germany / Schleswig-Holstein,BQ.1,
hCoV-19/Switzerland/VS-ICH-2220949256/2022,EPI_ISL_15451601,27/09/2022,Europe / Switzerland / Wallis,BQ.1,
